song_id,genre,year,key,key_confidence,mode,mode_confidence,time_signature,time_signature_confidence,duration,end_of_fade_in,loudness,song_hotttnesss,tempo
TRAQUJP128F146082C,Rock,0,2,0.041,1,0.603,1,0.0,313.7824,0.299,-10.534,,86.595
TRAQITZ128F4265E0E,Country,1974,9,0.542,1,0.52,4,1.0,162.29832,2.206,-10.06,0.5787556780825298,170.995
TRAQNUS128F14698ED,Electronic,1997,1,0.282,0,0.464,1,0.9,421.19791,0.212,-10.611,,161.772
TRAQGNV128C7196894,Rock,2003,9,0.501,1,0.6,4,0.956,280.00608,0.0,-5.342,0.7241339532038322,117.574
TRAQGWU128F93275F9,Blues,0,2,0.566,1,0.464,4,0.918,295.91465,0.265,-12.022,0.37598430150044215,106.534
TRAQGMY128F425A2F5,Pop,1995,0,0.613,1,0.612,4,0.434,316.76036,3.257,-8.724,,145.99
TRAQZPU128F14B06DE,Rock,0,0,0.0,1,0.0,4,0.0,16.92689,0.247,-19.585,,67.03
TRAQTBF12903CCC1B7,Punk,1997,2,0.647,1,0.04,1,0.0,204.93016,1.232,-6.971,,92.957
TRAQTYT12903D134AC,Country,1976,0,0.757,1,0.726,4,0.158,175.20281,0.154,-12.551,,119.053
TRAQSPU128F422146B,Rock,2004,8,0.236,1,0.443,4,0.031,210.07628,0.183,-5.061,0.48213758506501503,141.63
TRAQAIW12903C9B61E,Rock,1996,1,0.771,1,0.75,4,0.0,226.92526,0.148,-9.67,0.8155508605526589,165.038
TRAQACB128F4263F7B,Rock,0,10,0.243,1,0.305,4,0.424,183.27465,0.101,-3.177,0.4733465411087876,163.604
TRAQOXO128F42636BD,Rock,0,2,0.462,1,0.656,4,0.298,315.16689,0.0,-13.097,0.4432913119053975,100.075
TRAQOXP128F4275511,Latin,0,9,0.503,0,0.489,4,0.686,192.62649,0.415,-12.366,0.5489508558007461,90.103
TRAQHNX128E07822A7,Rock,2001,2,0.31,0,0.447,4,0.946,197.45914,4.447,-7.037,,103.476
TRAQHHW128F14A8FF9,Blues,0,2,0.526,1,0.626,4,0.0,246.12526,0.136,-15.693,0.6360223862804752,158.12
TRAQHVX128F92E444A,New Age,2009,10,0.861,1,0.549,4,0.404,272.74404,0.264,-11.812,0.2707759989463275,160.028
TRAQMAK128F930D5F6,Rap,0,8,0.424,1,0.534,5,0.596,270.31465,0.0,-1.031,,183.486
TRAQMKM128F92E4EDD,Rock,0,0,0.828,1,0.724,4,0.677,330.1873,0.0,-10.454,,176.02
TRAQMNB12903CDD58F,Metal,2002,6,0.632,0,0.725,4,0.095,163.81342,0.0,-4.563,0.5441335694599091,227.25
TRAQMBC128F424FC8B,Electronic,2002,2,0.013,1,0.333,4,1.0,278.36036,0.247,-12.796,0.43965465970686407,123.013
TRAQJGB128F426A9B6,Blues,1994,4,0.086,1,0.316,4,0.0,168.30649,2.003,-10.351,0.6787289814401122,170.217
TRAQJOP128F424C3D2,Country,2002,4,0.64,1,0.6,4,0.719,170.81424,0.0,-9.681,,107.584
TRAQJAM128F14AC5E8,Pop,1982,2,0.571,1,0.517,4,0.364,186.51383,0.148,-6.54,,165.979
TRAQJMP128F92E3821,Rock,0,0,0.705,1,0.573,4,0.626,211.12118,0.177,-5.646,0.8256560998432283,126.725
TRAQJSB128F1454BB2,Electronic,1997,5,0.799,1,0.81,5,1.0,497.13587,0.717,-9.507,0.6045007385888197,96.028
TRAQDSN128F42934A2,Rock,2001,8,0.705,1,0.631,4,0.671,260.93669,4.505,-6.121,0.42744657148843085,122.761
TRAQDXL128F4260EB8,Rock,1976,9,0.766,1,0.702,4,0.318,163.83955,2.264,-8.951,0.7379941821443943,131.554
TRAQDZZ128F42AF66A,Rap,2005,1,0.579,1,0.534,4,0.87,213.60281,0.0,-10.606,,130.298
TRAQVOG128F9340E58,RnB,0,5,0.657,1,0.453,4,0.28,188.89098,3.855,-6.969,0.6355366486226686,131.953
TRAQVTO128F14696A6,Electronic,1995,5,0.055,0,0.419,4,1.0,329.53424,0.0,-5.019,0.862254500132342,111.201
TRAQVUG128F145EB2E,RnB,0,3,0.314,0,0.387,4,1.0,288.65261,0.087,-6.225,0.4385458892831571,159.991
TRAQVDI128F42969C8,Blues,2010,6,0.539,0,0.639,4,0.588,292.91057,0.413,-9.11,0.5237591517010592,89.949
TRAQVWM128F426CFAD,Rock,1988,9,0.623,1,0.475,4,1.0,137.79546,3.164,-12.436,,123.293
TRAQQVR128F4255A3A,Rock,2005,2,0.251,1,0.532,4,0.371,128.41751,2.107,-7.766,0.8131294440410743,154.873
TRAQQZN128F931FA31,Rock,2008,0,0.723,1,0.587,1,0.0,212.84526,0.0,-10.187,0.4507622416414992,139.967
TRAQXJY12903CF3A0E,Reggae,1997,4,0.253,1,0.267,4,0.643,261.35465,0.183,-6.653,0.2538347361322313,168.242
TRAQEZO128F9345243,Rock,1976,4,0.374,1,0.231,1,0.0,252.26404,0.297,-14.655,,162.771
TRAQEUQ128F425282E,Metal,1999,2,0.593,1,0.319,4,0.435,321.48853,0.0,-4.146,0.6110500499493631,156.261
TRAQEOG128F9353981,Folk,1996,2,0.62,1,0.547,3,0.646,277.39383,0.325,-14.15,,109.889
TRAQEKD128F425293D,Rock,2004,9,0.42,0,0.515,3,0.761,277.89016,0.0,-7.319,0.7995478390058034,125.05
TRAQEFY128F42A0036,Rock,1999,9,0.438,1,0.428,1,0.0,195.39546,0.282,-3.215,0.6008538026098821,172.502
TRAQEVV128EF34E413,Rock,2006,5,0.557,1,0.524,4,0.664,190.9024,0.218,-4.531,,91.145
TRAQBNL128F4254D13,Reggae,2005,11,0.429,0,0.413,4,0.824,204.38159,0.0,-6.134,0.5187598979970994,153.977
TRAQKUB128F1460B81,Rap,2002,2,0.048,1,0.457,4,1.0,60.21179,0.073,-7.459,0.48576115292501804,87.599
TRAQKVC128F425E65C,Punk,1982,2,0.674,1,0.659,5,0.826,130.63791,0.086,-13.143,0.7590683433012374,87.657
TRAQLWZ12903CC77C2,Reggae,0,9,0.058,1,0.338,5,0.341,271.5424,0.0,-8.227,0.0,91.775
TRAQYZI128F4273CF3,Rock,0,1,0.691,1,0.659,1,0.478,57.44281,2.119,-21.488,0.21508031850922793,92.502
TRAQYZO12903CB818E,Country,0,11,0.745,1,0.664,4,0.317,198.63465,0.297,-8.61,0.4454545254934259,163.92
TRAQYOC128F9341CDC,Rap,2001,1,0.151,0,0.382,5,1.0,231.60118,0.0,-10.067,0.5499986371688009,106.961
TRAQYUA128F428742F,Blues,1999,8,0.0,0,0.163,4,0.789,226.37669,0.264,-15.448,,69.347
TRAQPHD128F4226E5E,Rock,1996,11,0.037,1,0.576,4,0.367,274.78159,4.812,-9.061,0.4830645596002331,96.02
TRAQPKV128E078EE32,Rock,1993,2,0.723,1,0.549,4,0.636,324.07465,0.0,-5.746,0.43139461111414135,101.66
TRAQWKC128F428BD2C,Rock,2005,10,0.583,0,0.628,4,0.909,286.06649,0.444,-12.519,0.45733701113292785,84.983
TRAXRSK128F42B44D2,Rock,1994,10,0.438,1,0.54,4,0.468,247.58812,0.0,-8.512,0.698494468201565,121.524
TRAXRGF128F930A59F,Rap,0,7,0.178,1,0.469,4,0.443,114.52036,0.0,-8.649,,104.487
TRAXULE128F9320132,RnB,1965,11,0.0,0,0.049,1,0.0,165.72036,0.0,-9.155,,124.369
TRAXUBG128F9332164,Rock,1967,9,0.561,0,0.455,3,0.719,171.15383,0.242,-14.876,0.42512465831305757,163.371
TRAXUQL128F932D6C4,Pop,2007,10,0.735,1,0.647,4,0.475,256.93995,0.173,-8.036,0.5416514429547951,130.106
TRAXIVK128F42628CA,Rock,1991,9,0.752,1,0.54,4,0.985,167.3922,0.798,-10.958,0.5289576174094446,90.653
TRAXIIG128F427E41A,Blues,1995,1,0.878,1,0.808,1,0.0,167.99302,0.349,-15.631,,96.019
TRAXIPO128F14923B2,Pop,1992,10,0.771,1,0.663,4,0.459,134.60853,0.0,-17.001,0.38293509007501925,80.182
TRAXIYW12903CB4343,Metal,2003,10,0.106,1,0.352,1,0.0,221.20444,0.0,-5.511,0.5924458644179127,107.485
TRAXNYL128F92DA2B1,Jazz,0,0,0.0,0,0.447,4,0.719,152.13669,0.28,-22.457,0.4944895175021134,172.514
TRAXNWF128F422936F,New Age,2001,2,0.924,1,0.683,4,0.139,504.94649,10.286,-19.569,0.3775316449767025,92.203
TRAXNKL128F42AFD92,Rock,2006,7,0.479,1,0.49,4,0.863,235.20608,2.81,-5.225,0.3725300393660796,151.941
TRAXGFM128F421EE47,Blues,0,6,0.832,1,0.581,5,0.372,173.08689,0.252,-14.544,,123.745
TRAXGIT128F92E3C04,Rock,0,9,0.37,0,0.438,1,0.0,175.35955,0.31,-13.526,,217.327
TRAXZSJ128F145B3B0,Rock,1977,4,0.293,1,0.379,4,0.0,312.58077,3.28,-11.803,0.4051157216913865,127.803
TRAXTQS128F428AC41,RnB,2007,1,0.758,1,0.606,3,0.388,438.88281,0.0,-16.553,0.0,97.521
TRAXTSU128F4241835,Pop,2004,8,0.257,0,0.383,4,0.383,286.27546,0.0,-10.439,0.6943724567459417,142.98
TRAXTAU128F930A7EF,Metal,1998,7,0.74,1,0.871,1,0.0,58.30485,0.0,-5.225,0.40148671142756037,179.832
TRAXSWX128E0792BEF,Reggae,1996,1,0.0,1,0.0,4,1.0,128.33914,0.27,-13.276,,115.365
TRAXSUN128F426D36B,RnB,2007,11,0.673,0,0.566,4,1.0,238.96771,0.16,-5.175,0.5132191416281197,104.195
TRAXAOX128F930DB6B,Pop,1995,0,0.406,1,0.467,4,0.265,235.62404,0.329,-8.48,0.52549711888017,159.083
TRAXAZZ128F4255FAF,Rap,2005,4,0.581,0,0.218,3,0.299,234.68363,0.0,-5.464,,183.619
TRAXFXT128F426A33A,Rock,1999,4,0.563,1,0.534,4,0.855,364.53832,2.525,-6.436,0.5894388783115044,112.149
TRAXOQD12903CDD59D,Metal,2002,7,0.171,1,0.478,1,0.0,84.1922,0.0,-2.908,,120.907
TRAXHEX128F92D28D4,Jazz,0,5,0.302,0,0.324,1,1.0,166.26893,0.293,-27.754,0.6930014280107074,87.559
TRAXHFE128F93065A9,Reggae,2001,5,0.51,1,0.387,4,0.338,216.5024,0.38,-10.918,,138.356
TRAXHTV128F934E987,Blues,0,7,1.0,1,0.852,3,0.613,264.51546,0.401,-10.409,0.0,120.674
TRAXMUC128F4273749,Latin,2001,3,0.764,1,0.726,4,0.0,336.19546,5.352,-8.527,0.5519215149416955,141.71
TRAXMAK128E07822CB,Rock,2009,2,0.488,1,0.476,3,0.693,281.12934,0.2,-12.186,0.6074745483681705,99.68
TRAXMWV128F14612AB,Latin,2002,7,0.773,1,0.647,4,0.089,240.3522,0.241,-5.933,0.0,89.981
TRAXMHR128F421A89B,Blues,0,11,0.602,0,0.46,4,0.768,227.00363,0.259,-8.218,0.4944895175021134,102.516
TRAXMNY12903CB5207,Electronic,2006,11,0.013,0,0.315,4,0.143,205.89669,0.0,-4.493,,105.991
TRAXJOA128F93474E8,Latin,2001,11,0.339,0,0.553,4,0.375,188.36853,0.078,-9.105,0.56142851762879,98.705
TRAXJHG128F427EA02,Rock,1999,7,0.621,1,0.789,4,0.509,278.64771,0.0,-5.206,,94.084
TRAXJVO128F42AC534,Country,2005,7,0.735,1,0.74,4,0.0,155.97669,0.125,-7.711,0.4137398358601097,168.08
TRAXCZO12903CB819D,Country,0,0,0.839,1,0.738,1,0.241,234.16118,0.148,-6.748,0.5799382520658115,127.257
TRAXDZH128F425C673,New Age,1992,9,0.606,1,0.555,4,0.172,221.90975,5.48,-13.084,,138.102
TRAXDAH128F422BBFC,Rock,2006,11,0.285,0,0.432,3,0.693,279.24853,0.148,-3.699,0.5692756506754788,170.038
TRAXDFA128F427CCE7,Latin,0,10,0.431,0,0.414,4,1.0,254.40608,0.142,-4.201,0.2998774882739778,99.968
TRAXDFV128F93180C0,Rock,2007,7,0.228,1,0.322,1,0.0,125.07383,2.659,-23.246,0.6908158027635983,131.648
TRAXVGE128E0783F1D,Pop,2004,0,0.354,1,0.073,4,0.0,225.41016,0.0,-3.683,,136.044
TRAXVYK128F9313151,Rock,1996,7,0.645,1,0.637,1,0.0,46.00118,0.078,-13.924,,150.735
TRAXQDR128F4260194,Electronic,2003,11,0.113,1,0.506,4,1.0,159.65995,4.365,-13.092,0.6434705772425585,87.461
TRAXQZA128F1463DEB,Rock,0,7,0.818,1,0.716,4,0.0,348.08118,0.154,-12.494,0.47405483093120077,152.313
TRAXXVN128E0791AE4,Rock,1968,5,0.523,0,0.465,4,0.782,422.16444,0.305,-14.1,0.6362872244273321,114.754
TRAXXIT128F4263075,Rock,1988,9,0.474,1,0.58,4,0.163,266.4224,3.791,-10.228,0.48061061838775304,127.68
TRAXXOL128F92E7529,Rock,0,4,0.0,1,0.0,4,0.658,196.75383,0.572,-5.864,0.30416950343527516,86.012
TRAXBLJ128F92EEBB1,Jazz,2005,1,0.441,0,0.592,5,0.545,288.60036,0.25,-19.744,0.4176416475968032,86.903
TRAXBFN12903C9D50E,Electronic,2005,0,0.022,1,0.293,4,0.0,292.98893,0.0,-5.036,0.5216592580484611,173.903
TRAXKVO12903CD735A,Electronic,2000,11,0.0,0,0.0,4,0.547,509.33506,0.461,-9.369,0.0,139.044
TRAXLAY12903CA8612,Rap,1981,1,0.49,1,0.477,7,0.922,451.02975,0.276,-9.836,,213.617
TRAXLIU128E07860D4,Rap,2001,1,0.141,1,0.235,4,0.628,306.05016,0.125,-4.557,0.5147533243380469,92.4
TRAXLYT128F9348137,Rap,2001,4,0.455,0,0.382,4,0.982,147.22567,2.026,-9.647,0.7211429872493665,103.967
TRAXYGR128EF3456B5,Electronic,2006,0,0.773,1,0.534,1,0.0,243.9571,0.419,-6.13,0.5948541679067811,59.496
TRAXYUH128F149EA4E,Rock,0,0,0.206,1,0.451,4,0.0,212.92363,0.132,-9.698,0.5692756506754788,95.415
TRAXPHE128F92F4100,Blues,1993,2,0.599,1,0.611,4,0.0,265.01179,0.0,-7.416,0.3277366831778408,134.551
TRAXPVO128F427C41E,Pop,2003,5,0.633,1,0.511,4,0.384,250.04363,0.919,-6.53,,163.848
TRAXWQU128F42716E2,Rock,2001,2,0.636,1,0.632,4,0.061,218.67057,3.17,-11.413,,157.419
TRAXWKA128F425A97A,Electronic,0,11,0.451,0,0.5,4,1.0,339.90485,0.0,-7.272,0.0,111.071
TRAXWLM128F1453E3B,Rap,2005,9,0.207,1,0.436,4,1.0,180.55791,0.101,-7.468,,100.05
TRAXWDS12903CEE35E,Rock,2009,9,0.666,1,0.429,4,0.017,288.33914,0.432,-4.433,0.6609283278576307,136.383
TRAERCU128F42660A2,Electronic,2001,4,0.316,0,0.401,1,0.974,417.56689,3.477,-8.92,0.3580830431052069,87.995
TRAERPT128F931103E,Rock,1964,4,0.494,1,0.344,3,1.0,172.72118,0.183,-7.343,,107.455
TRAEUGG128E07826F2,Electronic,1993,2,0.0,0,0.0,4,0.534,315.01016,0.308,-34.703,0.4830645596002331,95.869
TRAEUIW12903D018F0,Rock,2010,2,1.0,1,0.706,4,1.0,196.20526,0.334,-7.045,0.918534291444025,107.042
TRAEIKW128F1456B1A,Rock,2001,6,0.064,1,0.31,4,0.84,197.51138,0.469,-5.173,0.6173656175717818,101.923
TRAEIDZ128F42658BC,Jazz,2003,0,0.397,0,0.618,1,0.273,266.60526,4.795,-14.818,0.4719711717935417,61.018
TRAENUU128F424F50C,Rock,2006,0,0.687,0,0.643,3,0.461,232.75057,0.131,-4.045,0.5996603576264808,127.974
TRAENGX12903CBDFF6,Rock,2006,2,0.0,1,0.0,4,0.0,356.54485,0.166,-10.06,0.0,129.277
TRAENGY128F4272846,Country,2003,2,0.58,1,0.658,4,0.27,212.89751,0.305,-6.986,0.7908030796774755,147.928
TRAENRA128F934B998,Rock,1979,2,0.455,1,0.292,1,0.0,159.05914,3.796,-8.383,0.34580223396532944,162.954
TRAEGJE128F42656F1,Blues,2001,4,0.805,1,0.666,1,0.0,107.83302,0.833,-6.028,0.5923335672708461,217.289
TRAEGRF128F426B2D2,Folk,1993,0,0.791,1,0.689,1,0.088,113.78893,2.276,-13.289,0.476248227291196,105.852
TRAEGFX12903CF8E7B,Rock,0,3,0.807,0,0.662,4,0.574,274.12853,0.258,-5.912,0.5033812362063191,106.896
TRAEGGV128F92F29B2,Rock,0,4,0.169,0,0.0,4,0.076,201.03791,7.297,-4.65,0.8008496908835327,177.152
TRAEZLQ128F427F954,Rock,2006,9,0.14,1,0.633,4,0.62,268.95628,1.332,-6.621,,106.002
TRAEZFJ128F422A5C0,Pop,2006,10,0.489,1,0.394,5,0.612,225.20118,0.104,-3.198,0.4996648621311711,142.946
TRAETGI12903CBCC00,Rap,2001,6,0.756,1,0.478,4,0.094,151.61424,0.0,-6.265,0.42744657148843085,197.152
TRAETTV12903CBBD09,Blues,1994,0,0.765,1,0.591,3,0.736,528.14322,0.38,-12.797,0.6267609168903788,175.663
TRAETWP128F421AD6A,Blues,1996,0,0.059,1,0.367,4,0.265,240.27383,0.415,-9.31,0.42512465831305757,122.019
TRAETLW128F92C44F3,Rock,0,11,0.208,0,0.622,4,0.275,257.74975,0.476,-6.421,0.6666563685313494,120.008
TRAETZJ128F422B208,Electronic,2006,11,0.266,0,0.308,4,1.0,305.05751,0.0,-3.382,0.5135170285371385,120.042
TRAESWB128F149CB2C,Rock,1982,7,0.437,1,0.663,1,0.0,434.88608,0.0,-8.844,,84.437
TRAESJK128E0792227,Rap,2004,0,0.76,1,0.649,4,1.0,171.72853,0.067,-5.92,0.6610613781269006,86.007
TRAEABT128F931984D,Blues,2003,10,0.074,0,0.366,4,0.449,234.78812,0.328,-8.032,0.4944895175021134,146.569
TRAEARU128E0781A02,Rock,0,0,0.239,1,0.433,4,0.306,313.70404,15.018,-12.679,,137.068
TRAEASY128F148247C,Pop,2006,6,0.438,1,0.511,3,1.0,189.70077,0.0,-12.1,0.8196427109055854,119.683
TRAEATL128F42690A7,Rock,1974,5,0.101,1,0.525,1,0.0,425.03791,0.0,-10.943,,108.662
TRAEAZV12903D0CBA6,Rock,1999,3,1.0,1,0.548,4,0.43,399.882,3.663,-10.648,0.45912771815628417,85.399
TRAEFDK128F1473B92,RnB,1968,6,0.412,1,0.56,1,0.0,168.01914,0.079,-11.803,,103.088
TRAEFON128E078C6F8,Rock,1971,0,0.353,1,0.44,4,0.689,307.722,0.13,-8.392,0.6756968072898051,75.706
TRAEFDB128E0783952,RnB,2004,3,0.495,1,0.466,1,0.0,207.46404,0.345,-4.573,0.5763999812554107,117.973
TRAEFQG128F429F74E,Blues,0,9,0.016,0,0.236,4,0.731,166.19057,2.014,-15.571,,158.455
TRAEOUE128F93187B9,Rock,2009,2,0.552,1,0.514,4,0.486,212.92363,0.27,-5.429,0.6717563858023974,209.739
TRAEOMS128F4262357,Punk,1994,7,0.527,1,0.659,1,0.0,143.64689,0.171,-11.661,0.6528783924763947,156.079
TRAEOFB12903CB7900,Rock,0,5,0.301,1,0.366,3,0.63,258.42893,2.107,-8.895,0.9313464882695122,121.071
TRAEOBA12903CAFAB0,Rock,2009,10,0.161,1,0.32,3,0.607,180.13995,2.606,-4.422,0.7161144714902323,121.354
TRAEOMT128F92FE852,Electronic,0,8,0.0,1,0.0,4,0.658,71.99302,0.0,-28.475,0.6113029231835683,97.845
TRAEHBW12903CE1045,Rock,0,2,1.0,1,0.715,4,1.0,184.68526,0.67,-4.768,0.6387456399004067,156.028
TRAEHXW128F146F3C5,Country,1977,0,1.0,1,0.942,4,0.092,188.96934,0.0,-12.193,0.34580223396532944,174.785
TRAEMNZ128F9334662,Rock,1987,2,0.458,1,0.642,1,0.283,335.33342,0.0,-5.763,0.41504977231582957,76.096
TRAEJXI128F4291A83,Metal,2007,3,0.832,1,0.617,4,0.58,354.79465,13.903,-9.213,0.6508087753109134,98.763
TRAEJDC128F92D1684,Jazz,1977,5,0.39,0,0.465,4,0.165,444.81261,6.194,-8.424,,128.972
TRAECWI128F4226133,Rock,1995,7,0.751,1,0.643,4,1.0,200.75057,0.519,-11.448,0.5909513934912907,202.829
TRAECBR128F429F8C0,Pop,2003,0,0.452,0,0.522,3,0.0,206.81098,2.926,-3.738,,85.331
TRAECKI128F149EA48,Rock,0,9,0.122,1,0.445,4,0.0,133.3024,0.084,-13.771,0.5729201479465231,152.729
TRAEDYD128F425A868,Rap,2004,5,0.432,1,0.507,4,1.0,80.53506,0.0,-6.855,0.6209235925239007,104.783
TRAEVLC128F9306C77,Electronic,2003,9,0.474,1,0.512,1,0.084,102.94812,0.316,-7.42,0.5459373813310376,161.196
TRAEVHU128F92D9EA0,Rock,2009,4,0.709,1,0.723,4,0.889,225.67138,0.0,-12.637,0.7994995510731433,103.647
TRAEVLO128F933DE9E,Reggae,0,1,0.769,1,0.615,7,0.666,227.5522,0.125,-5.355,0.0,64.734
TRAEVIK12903CCC7E2,Rock,1969,1,0.677,1,0.68,1,0.0,192.23465,0.0,-6.216,0.8398498955853031,167.263
TRAEVEE12903CEB465,Blues,1997,2,0.963,1,0.731,4,0.0,181.18485,0.549,-20.444,,110.691
TRAEQQE128F42920E3,Country,0,4,0.756,1,0.732,3,0.807,168.48934,3.791,-10.38,0.0,89.219
TRAEQLX128F1468799,Rap,1996,3,0.442,0,0.664,4,0.9,262.19057,0.233,-6.453,0.21204540548371908,144.067
TRAEQAB128F429C226,Reggae,1999,1,0.714,1,0.708,4,0.893,177.71057,1.137,-15.015,0.5971263518283428,180.876
TRAEQOS128F92EFD47,Rock,2002,5,0.048,0,0.296,3,1.0,231.07873,0.428,-8.096,0.7984098249591537,124.534
TRAEXEA128F933C67D,Rock,1988,9,0.655,1,0.461,4,0.0,159.60771,0.403,-9.224,0.5317220984213001,125.1
TRAEXXT128F427AF12,Electronic,2003,7,0.091,1,0.354,4,0.028,354.06322,0.067,-11.96,0.40379807225564535,105.982
TRAEEGO12903CF7D27,Rock,1966,7,0.345,0,0.59,1,0.0,177.57995,0.346,-11.027,,146.913
TRAEBXS128F429933A,Pop,2001,6,0.835,0,0.77,4,1.0,225.48853,0.345,-4.947,0.563246899280654,106.919
TRAEBSY128E07873C0,Rap,1991,2,0.017,1,0.355,4,0.882,257.69751,0.305,-9.495,0.7589737942764473,99.566
TRAEBLA128F423CBCA,Reggae,2006,1,0.465,1,0.513,3,0.655,190.71955,0.0,-5.977,,126.682
TRAEBPU12903CE743E,Electronic,0,3,0.294,0,0.11,4,0.754,132.67546,0.0,-19.814,0.0,105.218
TRAELUY128F93147BA,Blues,1996,9,0.325,1,0.354,4,1.0,235.65016,0.129,-13.277,0.6273634475759199,111.834
TRAELRO128F92DD2F1,Pop,2008,9,0.651,1,0.604,4,0.284,209.60608,0.082,-13.551,,117.316
TRAELXD128F14A8B21,Country,0,5,0.731,1,0.639,4,0.0,187.53261,0.255,-12.324,0.21508031850922793,95.781
TRAELNO128F42148EF,Reggae,0,1,0.876,0,0.804,4,0.297,192.15628,0.0,-9.256,0.21508031850922793,161.721
TRAEPZJ12903CB00C4,Metal,2001,11,0.771,0,0.833,4,0.537,222.27546,0.0,-6.338,0.55616046371387,160.783
TRAEPGQ128F932AE6D,Country,1994,3,0.566,1,0.581,1,0.0,195.3171,0.293,-13.141,,93.312
TRAEPGH128F9343CD8,Reggae,1989,0,0.594,1,0.547,5,1.0,171.10159,0.0,-6.176,0.4348380902608562,115.737
TRAEWVG128F428AC7F,Rock,1995,10,0.726,0,0.383,4,0.0,253.49179,1.03,-7.986,0.6725543721070971,101.544
TRABRGV128E07999DF,RnB,2005,9,0.53,0,0.669,3,0.262,286.32771,7.668,-9.903,0.4081108835105221,125.916
TRABUYT128F93069C8,Metal,2009,10,0.15,0,0.297,3,0.592,270.52363,0.0,-7.803,0.7421853190586772,176.066
TRABUSZ128F4257BAB,Reggae,1995,9,0.36,0,0.571,4,1.0,248.92036,0.281,-9.586,,100.342
TRABUCZ128F424163A,Rock,2005,7,0.801,1,0.711,4,0.88,340.79302,3.93,-5.66,0.43790988872736875,101.08
TRABUDK128F14943F3,RnB,0,5,0.304,1,0.395,1,0.0,231.18322,0.104,-9.647,0.9977583963402685,92.98
TRABUVN128F930633C,Latin,0,7,0.472,1,0.546,4,0.575,280.45016,6.844,-6.876,0.6469957469238893,97.02
TRABULK12903CC1559,Reggae,1979,0,0.0,1,0.0,4,0.049,214.38649,1.025,-10.275,,124.788
TRABUIN128F93022FF,Electronic,0,10,0.441,0,0.456,4,0.223,327.88853,0.0,-5.703,,127.0
TRABIQP128F427D0DD,Rock,2001,11,0.156,1,0.298,4,0.695,260.8322,0.242,-8.576,,122.006
TRABIJJ128F426A1C1,Rap,0,6,0.436,1,0.416,4,0.775,170.52689,1.425,-10.231,,87.634
TRABIPA128F1458F79,Rock,1985,9,0.674,1,0.612,4,0.357,492.30322,5.254,-12.091,0.6392484891503506,193.56
TRABNEX128F92C9DEA,Rock,2007,9,0.0,1,0.0,4,0.572,466.65098,0.0,-7.714,,114.73
TRABGHG128F934B27E,Rock,0,7,0.834,1,0.681,4,1.0,212.61016,3.692,-8.548,,116.11
TRABGMB12903CF50FE,Rap,1991,9,0.634,0,0.525,4,0.548,149.99465,0.129,-5.165,,120.001
TRABZQU128F92ECDEF,Jazz,1981,9,0.244,0,0.255,4,0.201,193.35791,0.241,-10.844,,137.941
TRABZCL128E0789AED,Country,2005,7,0.738,1,0.877,4,1.0,290.97751,0.177,-15.546,0.39200877147130697,121.773
TRABZOP128F9316E24,Rock,2005,7,0.594,1,0.714,1,0.0,195.13424,1.054,-7.329,,143.679
TRABTNT128F9315009,Blues,2004,0,0.706,1,0.692,3,0.661,269.7922,0.241,-10.483,0.5355752222974167,94.554
TRABTZP128F92D9357,Jazz,2004,0,0.416,1,0.471,4,0.0,274.80771,0.0,-10.72,,67.745
TRABAFJ128F42AF24E,Pop,1999,0,0.005,1,0.51,4,0.572,236.25098,4.569,-5.12,,112.787
TRABACN128F425B784,Rap,0,4,0.412,0,0.329,1,0.612,259.44771,0.212,-8.422,0.0,106.689
TRABFPX128F9331F21,Jazz,1999,9,0.503,1,0.206,3,0.51,261.74649,0.2,-15.008,0.34092275586437804,76.296
TRABFKN12903CAF61B,Rock,2007,2,0.403,1,0.548,4,0.537,221.67465,0.0,-2.838,0.2707759989463275,91.483
TRABFGJ12903CF6A75,Country,1967,11,0.292,1,0.401,4,0.483,166.16444,0.99,-14.014,,157.779
TRABFQC128F4265349,RnB,1993,7,0.716,0,0.699,4,0.962,307.33016,4.261,-8.916,,92.672
TRABHVL128F92EFB0E,Metal,2005,0,0.806,1,0.696,4,0.0,215.53587,0.0,-2.315,,188.924
TRABMDN128F4222B61,Latin,2004,10,0.098,0,0.243,4,1.0,261.90322,0.212,-6.206,0.6971815422849269,106.769
TRABMKI128F422E0BE,Rock,1996,11,0.181,1,0.652,4,0.179,222.11873,0.0,-8.471,0.4922998611335412,147.661
TRABMFI128F1476F9F,Rock,0,7,0.335,1,0.505,4,0.299,216.42404,0.0,-10.45,,123.657
TRABJIX128C7196953,RnB,2003,10,0.312,1,0.371,4,0.0,256.10404,0.206,-7.758,,91.198
TRABJWA128F9309C09,Rock,1999,7,0.448,1,0.564,3,1.0,291.02975,0.0,-4.507,0.6603443825872879,179.988
TRABJIA128F14B189F,World,2006,0,0.422,1,0.458,4,0.586,281.88689,0.09,-6.608,0.40790171721807383,98.151
TRABCUQ128E0783E2B,Pop,2004,1,0.212,1,0.338,4,0.654,290.55955,0.119,-4.169,0.6846130855406626,113.995
TRABCTK128F934B224,Rock,2003,11,0.154,1,0.301,3,0.734,75.67628,0.0,-22.752,0.42744657148843085,186.882
TRABCXB128F4286BD3,Rock,2000,4,0.311,1,0.439,1,1.0,363.85914,0.233,-6.977,0.6406840303493887,90.199
